article_id,category,subcategory,title,abstract,url,title_entities,abstract_entities
N57695,health,health-news,Study: The secret of living to 110,"The secret to living past 100 could lie in your immune system, suggests a new study.",https://assets.msn.com/labs/mind/BBWPkGw.html,[],[]
N102233,sports,football_nfl,"Romo, Nantz call part of Packers-Chargers game from sideline",It doesn't take much to recognize why play-by-play broadcasters don't call games from the field level; you just can't see what you need to see from that vantage point.,https://assets.msn.com/labs/mind/AAJNqVI.html,"[{""Label"": ""Jim Nantz"", ""Type"": ""P"", ""WikidataId"": ""Q6197119"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Nantz""]}, {""Label"": ""Tony Romo"", ""Type"": ""P"", ""WikidataId"": ""Q14027"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Romo""]}, {""Label"": ""Green Bay Packers"", ""Type"": ""O"", ""WikidataId"": ""Q213837"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Packers""]}]",[]
N32302,sports,more_sports,Women's Soccer Smashes Seton Hall,Alyssa Bombacino nets a hat trick as the Golden Eagles get their second straight league win.,https://assets.msn.com/labs/mind/AAILf2v.html,[],"[{""Label"": ""Marquette Golden Eagles"", ""Type"": ""O"", ""WikidataId"": ""Q2837064"", ""Confidence"": 0.968, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Golden Eagles""]}]"
N73415,travel,travelnews,"Audit finds $126M in military aircraft parts in Jacksonville warehouse, Navy undersecretary says",One-hundred twenty-six million dollars worth of military aircraft parts were found in a warehouse in Jacksonville.,https://assets.msn.com/labs/mind/AAJIyml.html,"[{""Label"": ""Naval Air Station Jacksonville"", ""Type"": ""F"", ""WikidataId"": ""Q3017076"", ""Confidence"": 0.956, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Jacksonville""]}]","[{""Label"": ""Naval Air Station Jacksonville"", ""Type"": ""F"", ""WikidataId"": ""Q3017076"", ""Confidence"": 0.956, ""OccurrenceOffsets"": [101], ""SurfaceForms"": [""Jacksonville""]}]"
N114764,sports,more_sports,2019 girls cross country state championships: Brunswick's Emily Bardwell edges past Medina's Juliette Keller for fifth; Tallmadge takes third,"HEBRON, Ohio -- Brunswick's Emily Bardwell and Medina's Juliette Keller have had a friendly rivalry throughout their high school careers. The two seniors had one race left against each other on Saturday at the 2019 OHSAA Division I girls cross country state championships at National Trail Raceway. Bardwell raced her way up the field in the final part of the race to overtake her friend and ...",https://assets.msn.com/labs/mind/AAJKTWH.html,[],"[{""Label"": ""Hebron, Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q1592869"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""HEBRON""]}, {""Label"": ""Ohio High School Athletic Association"", ""Type"": ""O"", ""WikidataId"": ""Q7080825"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [215], ""SurfaceForms"": [""OHSAA""]}, {""Label"": ""NCAA Division I"", ""Type"": ""O"", ""WikidataId"": ""Q2842604"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [221], ""SurfaceForms"": [""Division I""]}, {""Label"": ""National Trail Raceway"", ""Type"": ""U"", ""WikidataId"": ""Q6978979"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [275], ""SurfaceForms"": [""National Trail Raceway""]}, {""Label"": ""Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q1397"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Ohio""]}]"
N37193,video,science,A Huge Dinosaur Claw Was Unearthed In Australia,A huge claw was unearthed in Australia.,https://assets.msn.com/labs/mind/AAJCgAV.html,"[{""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.971, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""Australia""]}]","[{""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.971, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Australia.""]}]"
N123174,news,newscrime,Police Identify Woman Found Stabbed To Death Inside Bathroom At Fox Chase Home,"Police say 35-year-old Jill Millman, of Philadelphia, was found unresponsive by her mother in a second-floor bathroom, suffering from multiple stab wounds to her back.",https://assets.msn.com/labs/mind/BBWq4Dh.html,"[{""Label"": ""Fox Chase station"", ""Type"": ""F"", ""WikidataId"": ""Q8565192"", ""Confidence"": 0.912, ""OccurrenceOffsets"": [64], ""SurfaceForms"": [""Fox Chase""]}]",[]
N68460,sports,more_sports,"Pruitt, Tennessee trying to halt losing streak vs No. 1 Bama","TUSCALOOSA, Ala. (AP)   It's Jeremy Pruitt's turn. No. 1 Alabama dispatched another former Nick Saban assistant, Texas A&M's Jimbo Fisher, last week and the latest underling-turned-rival gets his crack when Pruitt and his Tennessee Volunteers visit Bryant-Denny Stadium Saturday night. Two lengthy streaks are on the line: Former Saban assistants have come to bat against him 18 times and all have whiffed; the Crimson Tide (6-0, 3-0 Southeastern...",https://assets.msn.com/labs/mind/AAIZ4Mp.html,"[{""Label"": ""Jeremy Pruitt"", ""Type"": ""P"", ""WikidataId"": ""Q6181794"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pruitt""]}]","[{""Label"": ""Jeremy Pruitt"", ""Type"": ""P"", ""WikidataId"": ""Q6181794"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29, 207], ""SurfaceForms"": [""Jeremy Pruitt"", ""Pruitt""]}, {""Label"": ""Nick Saban"", ""Type"": ""P"", ""WikidataId"": ""Q70894"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [91, 330], ""SurfaceForms"": [""Nick Saban"", ""Saban""]}, {""Label"": ""Jimbo Fisher"", ""Type"": ""P"", ""WikidataId"": ""Q16196005"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [125], ""SurfaceForms"": [""Jimbo Fisher""]}, {""Label"": ""Texas A&M Aggies football"", ""Type"": ""F"", ""WikidataId"": ""Q7707428"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [113], ""SurfaceForms"": [""Texas A&M""]}, {""Label"": ""Bryant\u2013Denny Stadium"", ""Type"": ""S"", ""WikidataId"": ""Q995161"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [249], ""SurfaceForms"": [""Bryant-Denny Stadium""]}, {""Label"": ""Southeastern Conference"", ""Type"": ""O"", ""WikidataId"": ""Q963227"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [434], ""SurfaceForms"": [""Southeastern""]}, {""Label"": ""Tuscaloosa, Alabama"", ""Type"": ""G"", ""WikidataId"": ""Q79580"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""TUSCALOOSA""]}]"
N125391,autos,autosresearchguides,These Are the 18 Best New Car Interiors,Car interiors have made huge leaps in comfort and tech in the last decade. Here are some of the best.,https://assets.msn.com/labs/mind/BBKZUOW.html,[],[]
N2085,news,newsworld,"Protections for 660,000 immigrants on line at Supreme Court",Supreme Court justices are hearing arguments on the Trump administration's bid to end the Deferred Action for Childhood Arrivals program that shields immigrants brought to the U.S. as children from deportation and allows them to work legally. (Nov. 12),https://assets.msn.com/labs/mind/BBWEB4s.html,"[{""Label"": ""Supreme Court of the United States"", ""Type"": ""O"", ""WikidataId"": ""Q11201"", ""Confidence"": 0.931, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Supreme Court""]}]","[{""Label"": ""Deferred Action for Childhood Arrivals"", ""Type"": ""U"", ""WikidataId"": ""Q5251504"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [90], ""SurfaceForms"": [""Deferred Action for Childhood Arrivals""]}, {""Label"": ""Supreme Court of the United States"", ""Type"": ""O"", ""WikidataId"": ""Q11201"", ""Confidence"": 0.931, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Supreme Court""]}, {""Label"": ""Presidency of Donald Trump"", ""Type"": ""U"", ""WikidataId"": ""Q27809653"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Trump administration""]}]"
N932,news,newsus,"Memphis City Council could do away with police review board, replace it with council oversight",The measure would delete the city ordinance that authorizes CLERB and replace it with a whole new ordinance.,https://assets.msn.com/labs/mind/AAJTAhh.html,"[{""Label"": ""Memphis City Council"", ""Type"": ""U"", ""WikidataId"": ""Q6815811"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Memphis City Council""]}]",[]
N105291,sports,baseball_mlb,Brewers bring back all coaches except Carlos Subero for 2020,"The Brewers will bring back all their coaches with the exception of first base coach Carlos Subero, who had been on the staff for four seasons.",https://assets.msn.com/labs/mind/AAIMbVA.html,"[{""Label"": ""Carlos Subero"", ""Type"": ""P"", ""WikidataId"": ""Q5042682"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""Carlos Subero""]}, {""Label"": ""Milwaukee Brewers"", ""Type"": ""O"", ""WikidataId"": ""Q848103"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Brewers""]}]","[{""Label"": ""Carlos Subero"", ""Type"": ""P"", ""WikidataId"": ""Q5042682"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [85], ""SurfaceForms"": [""Carlos Subero""]}, {""Label"": ""Milwaukee Brewers"", ""Type"": ""O"", ""WikidataId"": ""Q848103"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Brewers""]}]"
N12038,news,newsus,"Sandalwood High School, Alden Road Exceptional Student Center on lockdown",,https://assets.msn.com/labs/mind/AAJwA1o.html,"[{""Label"": ""Sandalwood High School"", ""Type"": ""O"", ""WikidataId"": ""Q7415975"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Sandalwood High School""]}, {""Label"": ""Student center"", ""Type"": ""O"", ""WikidataId"": ""Q7627808"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Student Center""]}]",[]
N70883,travel,travelnews,There are 14 cheap days to fly left in 2019: When are they and what deals can you score?,"There are 14 days left in 2019 that are so cheap for flights, you may want to haul out the carry-on one last time. See when you can score a deal.",https://assets.msn.com/labs/mind/BBWKBNH.html,[],"[{""Label"": ""14 Days (film)"", ""Type"": ""W"", ""WikidataId"": ""Q19961237"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""14 days""]}]"
N31887,sports,basketball_nba,Watch: LeBron James had hilarious response to heckler in Chicago,"The Lakers rallied from a double-digit deficit in the fourth quarter to earn the 118-112 win over the Bulls, so James really got the last laugh in all respects.",https://assets.msn.com/labs/mind/AAJWQrL.html,"[{""Label"": ""LeBron James"", ""Type"": ""P"", ""WikidataId"": ""Q36159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""LeBron James""]}]","[{""Label"": ""LeBron James"", ""Type"": ""P"", ""WikidataId"": ""Q36159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [112], ""SurfaceForms"": [""James""]}, {""Label"": ""Chicago Bulls"", ""Type"": ""O"", ""WikidataId"": ""Q128109"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [102], ""SurfaceForms"": [""Bulls""]}, {""Label"": ""Los Angeles Lakers"", ""Type"": ""O"", ""WikidataId"": ""Q121783"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Lakers""]}]"
N127370,news,newsus,"American Airlines Union Says Flight Attendants Scared, 'Begging' Not to Fly on 737 Max Planes",The jet has been grounded worldwide for 8 months now,https://assets.msn.com/labs/mind/BBWPv0y.html,"[{""Label"": ""Boeing 737 MAX"", ""Type"": ""V"", ""WikidataId"": ""Q139289"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [83], ""SurfaceForms"": [""Max""]}, {""Label"": ""American Airlines"", ""Type"": ""O"", ""WikidataId"": ""Q32396"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""American Airlines""]}]",[]
N60506,lifestyle,lifestylecleaningandorganizing,Ultimate Stain Removal Guide,Remove the most troublesome stains in your house!,https://assets.msn.com/labs/mind/AAHWRZS.html,[],[]
N48261,news,newsus,Review: Adam Driver and Scarlett Johansson will break your heart in the masterful 'Marriage Story',"Charlie Barber (Adam Driver) is a director. Nicole Barber (Scarlett Johansson) is an actress. For years they have worked together at the same avant-garde theater company, and for years they have also been husband and wife, with a son, Henry (Azhy Robertson), who is now 8. At home one night in their Brooklyn apartment, Charlie offers Nicole a note on her latest performance, a longtime habit ...",https://assets.msn.com/labs/mind/AAJU2PE.html,"[{""Label"": ""Adam Driver"", ""Type"": ""P"", ""WikidataId"": ""Q4678990"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Adam Driver""]}, {""Label"": ""Scarlett Johansson"", ""Type"": ""P"", ""WikidataId"": ""Q34436"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Scarlett Johansson""]}]","[{""Label"": ""Adam Driver"", ""Type"": ""P"", ""WikidataId"": ""Q4678990"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Adam Driver""]}, {""Label"": ""Scarlett Johansson"", ""Type"": ""P"", ""WikidataId"": ""Q34436"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [59], ""SurfaceForms"": [""Scarlett Johansson""]}, {""Label"": ""Brooklyn"", ""Type"": ""G"", ""WikidataId"": ""Q18419"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [300], ""SurfaceForms"": [""Brooklyn""]}]"
N123523,news,newsscienceandtechnology,How to watch rare Mercury transit of the sun on Nov. 11,Tune in Monday. Mercury won't pass in front of our closest star again until 2032.,https://assets.msn.com/labs/mind/BBWqdku.html,[],[]
N75539,news,newsus,Two people found dead in car at a Stuart beach,"An investigation is underway after a married couple was found dead inside a car at a Stuart beach. The incident happened Tuesday just after 3 p.m. Deputies say they were called to Bob Graham Beach after receiving calls of a shooting. Sign up for our Newsletters When deputies arrived, they found an older white woman slumped over in the driver's side. They also found an older white man in the front passenger seat who wasn't moving. A witness said...",https://assets.msn.com/labs/mind/BBWHRJM.html,"[{""Label"": ""Stuart, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q988744"", ""Confidence"": 0.906, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Stuart""]}]","[{""Label"": ""Stuart, Florida"", ""Type"": ""G"", ""WikidataId"": ""Q988744"", ""Confidence"": 0.906, ""OccurrenceOffsets"": [85], ""SurfaceForms"": [""Stuart""]}]"
N127570,sports,football_nfl,Versatile Cook playing better now than Peterson,"All-time great Adrian Peterson was good. But Dalvin Cook, the NFL's greatest back in 2019, was better as the Vikings' present and future beat Peterson, the team's one-dimensional past and an anemic Washington offense 19-9 at U.S. Bank Stadium on Thursday night. In a 171-yard performance from scrimmage, Cook had a 12-minute second-quarter burst that showcased some of the dominance that Peterson ...",https://assets.msn.com/labs/mind/AAJkgNn.html,"[{""Label"": ""Adrian Peterson"", ""Type"": ""P"", ""WikidataId"": ""Q373983"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [39], ""SurfaceForms"": [""Peterson""]}]","[{""Label"": ""Adrian Peterson"", ""Type"": ""P"", ""WikidataId"": ""Q373983"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [15, 142, 388], ""SurfaceForms"": [""Adrian Peterson"", ""Peterson"", ""Peterson""]}, {""Label"": ""U.S. Bank Stadium"", ""Type"": ""S"", ""WikidataId"": ""Q7929512"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [225], ""SurfaceForms"": [""U.S. Bank Stadium""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [62], ""SurfaceForms"": [""NFL""]}]"
N16497,health,medical,Vaccine shows promise for preventing active TB disease,,https://assets.msn.com/labs/mind/AAJwvq0.html,"[{""Label"": ""Tuberculosis"", ""Type"": ""C"", ""WikidataId"": ""Q12204"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""TB""]}]",[]
N123244,weather,weathertopstories,Lake Shamineau Residents Have Reason To Fear More Rainfall,"Over the past decade, residents have witnessed shoreline disappear as lake levels keep rising.",https://assets.msn.com/labs/mind/AAJbnCd.html,"[{""Label"": ""Shamineau Lake"", ""Type"": ""G"", ""WikidataId"": ""Q21197194"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Shamineau""]}]",[]
N19946,autos,autosnews,Abandoned car an eyesore? Here's what you can do,"What do you do when there's an abandoned car parked in your neighborhood? Seth Williams called Metro Police after seeing the same car parked in front of his east Nashville home for two weeks. He thought it might be stolen. It wasn't. Metro's parking enforcement division ticketed the car for having expired tags. They ticketed it again   twelve times. ""Ever since then, more and more tickets stacked up,"" Williams told News 4's Nancy Amons. Two...",https://assets.msn.com/labs/mind/AAJkcPV.html,[],"[{""Label"": ""Nashville, Tennessee"", ""Type"": ""G"", ""WikidataId"": ""Q23197"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [162], ""SurfaceForms"": [""Nashville""]}]"
N108534,sports,more_sports,"The pressure is on Michigan's kickers, and Jake Moody loves it","ANN ARBOR -- Michigan kicker Jake Moody doesn't like to worry about the ""what ifs."" The sophomore has been in a position battle with senior Quinn Nordin since preseason camp and knows any mistake could cost him playing time. His job requires arguably the most mental fortitude of any position on the field, and he believes he has the right approach when it comes to sharing kicking duties with ...",https://assets.msn.com/labs/mind/AAJzzXo.html,"[{""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Michigan""]}]","[{""Label"": ""Quinn Nordin"", ""Type"": ""P"", ""WikidataId"": ""Q23303283"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [140], ""SurfaceForms"": [""Quinn Nordin""]}, {""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Michigan""]}]"
N104576,lifestyle,lifestylefamily,"Friends recognize Austin homeless man as former classmate and old friend, give him place to live","The strum of a guitar string brings back a lot of memories for 66-year-old Coy Featherston. ""It's a really big part of my life because I've played for years   I've played in bands, I've played by myself,"" said Featherston. Featherston said he went to UT in the 1970s, where he played running back, but left after a few years. After working at the Armadillo World Headquarters, he toured around as an equipment man with music legend Frank Zappa. ""I...",https://assets.msn.com/labs/mind/AAJrZMV.html,"[{""Label"": ""Austin, Texas"", ""Type"": ""G"", ""WikidataId"": ""Q16559"", ""Confidence"": 0.974, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Austin""]}]","[{""Label"": ""Frank Zappa"", ""Type"": ""P"", ""WikidataId"": ""Q127330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [432], ""SurfaceForms"": [""Frank Zappa""]}, {""Label"": ""University of Texas at Austin"", ""Type"": ""O"", ""WikidataId"": ""Q49213"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [251], ""SurfaceForms"": [""UT""]}, {""Label"": ""Armadillo World Headquarters"", ""Type"": ""O"", ""WikidataId"": ""Q4792544"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [347], ""SurfaceForms"": [""Armadillo World Headquarters""]}]"
N31725,sports,baseball_mlb,Nationals reveal plans for staying fresh ahead of World Series,"There's no perfect way to spend a week off before the World Series, but the evening workouts are certainly an interesting wrinkle.",https://assets.msn.com/labs/mind/AAJ1jVu.html,"[{""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.928, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""World Series""]}, {""Label"": ""Washington Nationals"", ""Type"": ""O"", ""WikidataId"": ""Q825838"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Nationals""]}]","[{""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.928, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""World Series""]}]"
N96060,news,newsscienceandtechnology,"Google Pixel 4 and 4 XL specs vs. Pixel 3, 3 XL and 3a: What's new and different","We compare Google's new Pixel phones with the ones from 2018 to see what's changed, spec by spec.",https://assets.msn.com/labs/mind/AAIOQUI.html,"[{""Label"": ""Pixel 3"", ""Type"": ""N"", ""WikidataId"": ""Q57179556"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [], ""SurfaceForms"": []}, {""Label"": ""Google Pixel"", ""Type"": ""U"", ""WikidataId"": ""Q25021298"", ""Confidence"": 0.94, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Google Pixel""]}]","[{""Label"": ""Google"", ""Type"": ""O"", ""WikidataId"": ""Q95"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [], ""SurfaceForms"": []}]"
N65943,video,news,Wife of US diplomat does not have immunity after UK crash,"An American diplomat's wife involved in a crash that killed 19-year-old Harry Dunn in the UK does not have diplomatic immunity, according to PA Media. The UK news agency says US and UK governments say ""immunity is no longer pertinent"" in her case.",https://assets.msn.com/labs/mind/AAIIhNd.html,"[{""Label"": ""Foreign Service Officer"", ""Type"": ""U"", ""WikidataId"": ""Q5468328"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""US diplomat""]}]","[{""Label"": ""United Kingdom\u2013United States relations"", ""Type"": ""B"", ""WikidataId"": ""Q1227237"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [175], ""SurfaceForms"": [""US and UK""]}, {""Label"": ""PA Media"", ""Type"": ""N"", ""WikidataId"": ""Q3402475"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [141], ""SurfaceForms"": [""PA Media""]}]"
N13129,sports,football_nfl,Tom Brady Explains Why Patriots' AFC-Best 8-1 Record 'Doesn't Matter',https://www.dailymotion.com/embed/video/x nvtlb autoPlay= The New England Patriots enter Week with the AFC's best record and the second-best mark in the NFL. But Tom Brady knows as well as anybody that,https://assets.msn.com/labs/mind/BBWC7je.html,"[{""Label"": ""New England Patriots"", ""Type"": ""O"", ""WikidataId"": ""Q193390"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Patriots""]}, {""Label"": ""Tom Brady"", ""Type"": ""P"", ""WikidataId"": ""Q313381"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Tom Brady""]}, {""Label"": ""Doesn't Matter (Voleur de soleil)"", ""Type"": ""N"", ""WikidataId"": ""Q55401650"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""Doesn't Matter""]}]","[{""Label"": ""New England Patriots"", ""Type"": ""O"", ""WikidataId"": ""Q193390"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""The New England Patriots""]}, {""Label"": ""Tom Brady"", ""Type"": ""P"", ""WikidataId"": ""Q313381"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [162], ""SurfaceForms"": [""Tom Brady""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [153], ""SurfaceForms"": [""NFL""]}]"
N35366,video,news,Tapper not surprised by some Trump defenders smearing war vet,"CNN's Jake Tapper discusses President Donald Trump defenders' smear of Army Lt. Col. Alexander Vindman, who's set to testify in the impeachment inquiry.",https://assets.msn.com/labs/mind/AAJyjBT.html,"[{""Label"": ""Jake Tapper"", ""Type"": ""P"", ""WikidataId"": ""Q6125032"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Tapper""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.961, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Trump""]}]","[{""Label"": ""Jake Tapper"", ""Type"": ""P"", ""WikidataId"": ""Q6125032"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Jake Tapper""]}, {""Label"": ""United States Army"", ""Type"": ""O"", ""WikidataId"": ""Q9212"", ""Confidence"": 0.966, ""OccurrenceOffsets"": [71], ""SurfaceForms"": [""Army""]}, {""Label"": ""CNN"", ""Type"": ""M"", ""WikidataId"": ""Q48340"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""CNN""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.961, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""President Donald Trump""]}]"
N38394,news,newsus,"Bus-Boarding Platforms Being Installed Along 14th Street To Speed Up Service, Clear Sidewalks","The idea is to create a dedicated space for customers to wait for and board buses, making it faster, more convenient and safer to get from the sidewalk to the bus.",https://assets.msn.com/labs/mind/BBWpHHp.html,[],[]
N48621,finance,financenews,Lehigh University physician resigns after health center investigation,"Lehigh University said it has accepted the resignation of a former health center interim director, who was suspended amid sexual misconduct allegations after an investigation found a workplace inconsistent with university values and professional expectations. The announcement of Dr. Thomas Novak's resignation was made in an email to students and staff Friday afternoon. It came about a ...",https://assets.msn.com/labs/mind/AAJ1AT3.html,"[{""Label"": ""Lehigh University"", ""Type"": ""O"", ""WikidataId"": ""Q622137"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lehigh University""]}]","[{""Label"": ""Lehigh University"", ""Type"": ""O"", ""WikidataId"": ""Q622137"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lehigh University""]}]"
N118925,sports,more_sports,Airman sets world record with 551-pound bench press,Air Force Tech. Sgt. Kenneth Cook shows off his strength.,https://assets.msn.com/labs/mind/AAIIpMP.html,[],"[{""Label"": ""Technical sergeant"", ""Type"": ""U"", ""WikidataId"": ""Q7692294"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""Tech. Sgt""]}, {""Label"": ""United States Air Force"", ""Type"": ""O"", ""WikidataId"": ""Q11223"", ""Confidence"": 0.945, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Air Force""]}]"
N2108,movies,movievideo,Inside Demi Moore's Biggest 'Red Table Talk' Revelations,Demi Moore opened up about her past relationships and healing while speaking with Jada Pinkett Smith and her family at the red table.,https://assets.msn.com/labs/mind/AAJR0rk.html,"[{""Label"": ""Demi Moore"", ""Type"": ""P"", ""WikidataId"": ""Q43044"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Demi Moore""]}, {""Label"": ""Red Table Talk"", ""Type"": ""N"", ""WikidataId"": ""Q54621943"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Red Table Talk""]}]","[{""Label"": ""Demi Moore"", ""Type"": ""P"", ""WikidataId"": ""Q43044"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Demi Moore""]}, {""Label"": ""Jada Pinkett Smith"", ""Type"": ""P"", ""WikidataId"": ""Q228787"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [82], ""SurfaceForms"": [""Jada Pinkett Smith""]}]"
